text,page_number,book,chapter
"    APPENDIX. xix    “ place which he occupied in the good graces of his sovereign, and the great distinction with  “which he had been treated. But Abu-l-walid said to them,—‘ I do not see why you should  “ congratulate me, for if the prince of the believers has bestowed his favours upon me in  “ this manner, he has merely made me advance one step towards what I expect of him, and  “ strengthened the hopes'I have founded on him.’   “The rivals and enemies of Ibn Roshd, on hearing of his being called to the presence of  “ Al-manstr, had given out that the prince of the believers had called him to have him  “ executed; so that when Ibn Roshd came out,of the palace safe, he ordered one of his  “servants to go to his house and tell his family to dress him a kattd'® and some young  “ pigeons, and to have them ready when he should return, meaning to invite his enemies to  “ partake of his repast, and thus to win over their hearts by his forgiveness.   “ Some time after this adventure Al-manstr was really displeased with Abu-l-walid Ibn  “ Roshd, whom he caused to be exiled to Al-isalah,"" a town close to Cordova, formerly  “inhabited by Jews, enjoining him not to move from it without his order. Al-mansir  “ punished at the same time several other distinguished and learned men, confining them,  “ likewise, to different parts of his dominions; the apparent cause of his displeasure being  “that they had been accused of giving their leisure hours to the cultivation of philosophy  “and the studies of the ancients. Besides Abu-l-walid Ibn Roshd, the sufferers on this  “ occasion were Abi Ja’far Adh-dhahebi,” the theologian; Abi ’Abdillah Mohammed Ibn  “Ibréhim, Kadi of Bejéyah;'* Abd-r-rabi’ Al-kefif, Abu-l~abbas Al-hafedh, and the poet  “ Al-karébi;' all of whom passed some time in exile. After this, Al-mansir having been         10 Ad-demiri (Arab. MS. in my possession) gives the following description of this bird. Kattd, #65 which forms its plural  in kattawét and kattaydt, and the noun of unity éatfdtun, is the name for a bird so called by the Arabs because its cry  resembles the noise produced by that word thus, kattd, katté! It is of two kinds, one called dodri, the other jini. The  kodri is of a dusty colour, and has the body covered with black and white spots, except the tail, which is of a yellowish hue,  and short. The jrini has the stomach, the wings, and feet, black, the rest of the body is grey spotted with bright yellow.  This latter kind is larger than the sodri, the proportion being this, that a juni is generally equal in size and weight to two  kodris. The juni, however, is inferior in voice to the kodri, since it utters a confused and disagreeable sound from the  throat, like that of a man who is gargling ; while the Aodré, on the contrary, utters a distinct and intelligible sound. It is  owing to this circumstance that this kind of kattd is called juni. The females lay their eggs one by one, sometimes they  lay two, but three at most; this being the reason why pocts have called the bird ummu-L-thaldth (the mother of the three).  Jeuharf adds a third species, which he calls Aat¢é¢.—The habits of this bird are these: when it wants to drink it rises before  day-break from its nest, and flies towards the rising sun a distance of seven days’ march, then it comes down suddenly upon  the water, and takes a nah/a,—a word meaning ‘the first draught of a camel or of a sheep.’ When it has thus quenched  its thirst, it remains for two or three hours in the neighbourhood of the water, flying about, when it returns to drink  a second time. Such, at least, is the account given by Al-w&bed{ in his commentary upon the poems of Abi-t-tayyeb  Al-mutennabi.    - 5   "" AJL!   2 The life of this individual, who was also an eminent physician, is to be found in Ibn Abf Ossaybi’ah, loco laudato, fo. 148,  verso, His entire name was Abia Ja’far Ahmed Ibn Pam (Jorj?) Adh-dhahebi. He was a physician to Al-mansir (Aba  Ya’kdb), and to his son, An-nfssir. He died at Telemsdn in a. u. 600.    a bls? This might be intended for Bejénah. See a preceding Note, p. 359. “ ola",641,,
"    Xx APPENDIX.    “ convinced, through the testimony of several of the most learned and influential inhabitants  © of Seville, that Abu-l-walid’s literary and scientific pursuits were not such as had been  “ represented to him, pardoned Abi-l-walid and his fellow sufferers, and recalled them from  “ their exile in the year five hundred and ninety-five * (a. p. 1198-9).   “ Abi Ja’far Adh-dhahebi, one of the above-mentioned individtals, became after this one  “of the favourites of Al-manstir, who appointed him to the charge of watching over the  “writings and the studies of the physicians and philosophers of his court. He used to  “say of him,—* Abi Ja’far Adh-dhahebj is like the purest dhaheb (gold), which, instead  “ of losing, gains in quality in the melting pan.’?” The Kédi Abi Merwén further says,  “ And to prove the great affection and esteem which Al-manstr entertained for Abu-l-walid  “Ibn Roshd, it is only requisite to say that whenever the former summoned him to his  “ presence for the purpose of conversing with him, or inquiring into some particulars about  “the sciences which ’Abu-l-walid cultivated, he always used to give him the affectionate  “ term of brother.” The same writer states that “Ibn Roshd having once composed a work  “ on zoology, in which he described every species of animals, giving the habits and pecu-  “ liarities of each, said, in treating about the giraffe, ‘1 have seen a quadruped of this sort at  “the King of the Berbers,’ thereby meaning Al-mansiir, and that when the passage was  “ reported to that monarch he considered the expression ‘King of the Berbers’ as an  “ outrage, and was highly incensed on account of it. It is further said that this was the  “ principal cause which brought on Al-mansir’s displeasure, and his order for Ab-l-walid’s  “ exile; and they relate that the excuse given by Ibn Roshd was that it was a slip of the  “pen, and that he had meant to write Médlek al-barreyn""® (the king of the two countries),  “ meaning thereby Africa and Andalus.”   The Kédi Abi-l-walfd Ibn Roshd (whom may God forgive!) died at Morocco at the  beginning of the five hundred and ninety-fifth year of the Hijra, and the first of the reign  of An-n4ssir. Abi-l-walid lived to a very great age, and left a son named Abi Mohammed  *Abdullah, also a physician, and who was much versed in the practical part of medicine.  Abi-l-walid left also other sons, who applied themselves to the study of theology and the  law, and became Kadis of towns and districts. Of the remarkable sayings attributed to Ibn  Roshd the following is one. ‘“ Whoever studies anatomy, his merits with the Almighty are  “ increased by it.”   The following are the works written by Abi-l-walid Ibn Roshd :—1. Kitdbu-l-tahssil, or an  exposition of the various opinions entertained by the companions of the Prophet, the tabi’s  and the second tabi’s, as well as of the arguments advanced in favour of or against their  respective sects or schools, and a declaration of the principal passages, forming, as it were,  the cream of contradictory opinions.7—11. A book entitled “Prolegomena on the religious  law.” '*—111, The book of maturity for the law student..—1v. The book of the whole, being         18 I suspect this date to be mistaken, since it is stated lower down that Ibn Roshd died at the beginning of that very year.   16 The word pp may be easily changed into wr   uv wast! ra) GS This work, as most of the following, was unknown to Héji Khalfah.   » aul sn wt I ot . «of ei te  ail § wha) Ws 0 ail) 3 Ser hie; Ws",642,,
"    APPENDIX. Xxi    a commentary upon a poem written on the science of medicine by the Sheikh and Reys Ibn  Sina, and known as the Arzjizah of Ibn Sind.%—v. The book of the animals, compiled  from the treatises on physics and metaphysics by Aristotle.""—v1. The book of necessity  on logic, following as a model the “ Exposition of metaphysics” by Nicolaus.”—vi1.  Exposition of the metaphysics of Aristotle.%—vi1r. An exposition of the book of ethics  by the same.%—1x. An exposition of the book of the posterior analytics by the same.*—  x. A commentary on the book of physical auscultation by the same.%*—x1. A commentary  upon the treatise on the heavens and the world by the same.?7—x11. An exposition of the  treatise on the soul by the same.#—x111. An exposition of the book of the estokisdét  (elements) by Galenus.*®9—x1v. An exposition of the treatise on the temperament of  bodies by the same.*°—xv. An exposition of the treatise on the physical powers by the  same.*!—xvi. An exposition of the treatise on the causes and symptoms of diseases by  the same.*—xvir. An exposition of the treatise on bleeding by the same.“—xvir. An  exposition of the first book on fevers by the same.**—x1x. An exposition of the first part of  his work on the simples used as medicaments.*—xx. An exposition of the second half of  his work on the forms of creation.*°—xx1. A book entitled “ Destruction of the Tehdfet,”  being a critique on the Tehdfet by Al-ghazéli.27—xxu. A book entitled “Open roads of    ED wild wis See Haji Khalfah, voc. Arjiizah. Copies of this work may be found in the Escurial Library. Sce  Catal., Nos. 798, 826, 858.    7 oly, Colabl F Gulbgea,) CS pelye glue! Cs  Be gN gi cole) Gascl oS Gate GEA 5 sy p4) iS    Bob, bw) Feb) wey Le SLs Gort   mille gk Y GISIT QoS Garati * ntl bbw yoy OWS Gast  oF pales gual gall US Gas pale lll La OU ot  B pllegend abil ols ce » ngs! baiew I) IS Gert  » cir wis post a or aeren ws] 5 wis  © dle! » Sle lS Gast S gp SLi pos   * oly ys! GUS Gost * FoA! d0,3) OW J.) Ga    * yp) Ede SLES Ye SL Cet et    y sli eslil Os ws as 0, wes GSLs Qa Abd Mimid Alghaziti at-tisi is  the same Mohammedan divine mentioned above, p. xv. His life is in Ibn Khallckén (7yd. Ind.) He wrote, among other    things, a work entitled we) ws my (ruin or destruction of the philosophers), in which he refuted the opinions of  Mohammedan philosophers, and accused them of impiety. H4ji Khalfah, who mentions alike the treatise of Al-ghazali  and the critique that Ibn Roshd wrote on it, has given us part of the prefaces to both works. (See Kashfu-dh-dhanin, voc.  Tehdfet.) This work of Al-ghazéli, which was afterwards translated into Hebrew by a Spanish Jew, named Rabbf Moses,  is preserved in the Escur. Lib. (No. 628), together with many other of his philosophical and metaphysical treatises. See  Bib. Ar. Hisp. Esc. vol. i. pp. 184, 202, 377, 462, et passim.",643,,
"    xxii APPENDIX.    direction on the science of elementary jurisprudence.”**—xx111. A short treatise entitled  “ A review of the different opinions entertained by people respecting the harmony that exists  between philosophy and religion.” °°—xx1v. Serious questions on the book of the posterior  analytics by Aristotle.“—xxv. A commentary on the book of analogy by Aristotle.'\—xxv1.  An essay on the mind.“*—xxvir. Another on analogy.“—xxviir. An inquiry whether the  intelligence that resides in us has or has not the power of comprehending an object inde-  pendently of another; this being the problem which Aristotle undertook to resolve in his  treatise on the soul, and which we likewise discussed in our exposition of the said treatise.“  —xxtx. An essay to prove that what is believed by the dissenters and the theologians of our  sect on the existence of the world is nearly the same thing.“—xxx. An essay entitled  “ A review of the opinions entertained by Abii Nasr in his treatises on the science of logic,”  which are in the hands of every scholar, and of those of Aristotle on the same subject, together  with an estimate of the remarks on that science to be found scattered in the books of  Aristotle, and a calculation of the improvements which science may have received from  their contrary opinions.““—xxx1. A discourse on the union of separate intellect with man.”  xxxu. Another discourse upon the union of intellect with man.““—xxxi. Answers and  inquiries between Abi Bekr Ibn Tofayl and Ibn Roshd on the classification of simple medi-         » Qo}! s &KIo3). de WL  Dead ed rg ;  > Jlas3) poker tl, ics) pa Las JL! Jas  o eo blew J wy yl wl AP Kered) vel This title, and the preceding, form only one in the  text; but I think they ought to be separated as above. .    al osha ala US ot ® Jil 3 Ulee © Upball 3 Bike   # Hypa) ino! IgA Y grind py US coll Jia Oe Ue Gent 5 Wis  che yom Lnicy Ge sew! GB sd Cbd pm yp US LOI) Feb A   pal BS So  © Oye BAS J Wile al re Gell satin Le 4 yyy ltl saitig be GI 3 tlie  gl Zs Ww Li ple! I am not sure of having seized the right meaning of the words  wy ptt and wrt! in this title.   The title of this work is written very incorrectly in the text; it reads thus: » ix! wy poll A Bae  Lette) BS Ryt y GW gael GG GEM Helio fF aeyegdl ag oh  tla) US og Hye gd) PGRN Ke Wall ol ye US Cg le slate bas   Lae cgiy fl GRY Ol; Le jlaie 5  © bay 5B ial Ula) 3 Blin GLa ial Jlal 5 d La) HU",644,,
"    APPENDIX. xxiii    caments made by the latter in his work entitled AlLkulliyydt.“—xxxiv. An inquiry into  the various metaphysical questions which occur in the work entitled Ash-shefd, by Ibn Sind.*  —xxxv. An inquiry on time.5'\—xxxvi. A discourse on the stupidity of those who oppose  philosophy, and the proofs it affords in favour of the existence of matter, together with a dis-  course showing that what Aristotle said on the subject was a manifest truth.“—xxxvir. A dis-  course, being a critique upon Abi ’Ali Ibn Sin& because he divided beings into powerful abso-  lutely and powerful by their essence, necessary independently and necessary by their essence.  —xxxvinl. A discourse on the temperament of bodies, being questions on the intermittent  fever.‘—xxx1x. A discourse on putrid fevers, being a series of questions on science.*—xL. A  discourse on the motions of the sphere.“—xx1. A work on those passages of the posterior  analytics by Aristotle with which Abii Nasr found fault when he opposed the order and  the rules of the demonstrations and definitions.’—xiu1. A discourse on the antidote.""    V. The Life of Ibn Joljol, fo. 137.    Abi Détid Suleyman Ibn Hossén, known by the surname of Ibn Joljol,' was an emi-  nent physician, well versed in the knowledge of diseases and the medicaments required for         SH 8 Wall aay i ot, wl ow 9 de wr Ll ye Hokey wheal,  ello, tool  Line pd GST US 5 odd pial gb edy lee Ce Gant § ails  a yl; ed bitin e  Ft 9 dy BOLI! Oyey 5 ailay y pial de Cozi] Go aad aad J Ulin  ete!) Gal pe nplegen)! yay o!  BEI de Keo gl loge yl apa OF Ue el de gl de oll g Ube  Bb Qaely Jy sp Geely dla Ke y  8 eet OS 6 UL de ( ,    * hel g dle gill we OG Ue « Hl oe 3 Ue  # AIS s 8S oe gla OLS 3 Gullbad pei pl GE Las Gus  * Ghia) _§ Bie dja! ye    ' Usl> we! The word joljol in Arabic means a sort of bell. See Note 109, p. 443. Casiri has frequently treated  of Ton Joljol, whom he calls Eén Giolgol, making him at times a native of Valencia, at others of Cordova. (See Bid. Ar.  Hisp. Esc. vol. i. p. 437, and vol. ii. pp. 101, 137.) Conde (Hist. de la Dom. vol. i. p. 543) mentions him under the name    of Ben Golyhat. 1 find also that the late De Sacy has given his life in the Appendix to his Relation de l’Egypte par  Abdallatif, Medecin Arabe de Baghdad, Paris, 1810.",645,,
"    XXIV APPENDIX.    their cure. He lived in the times of Hishém Al-muyad-billah, whose physician he was.  He also paid great attention to the analysis of simples, and the discovery of their several  properties. He wrote a commentary on the books of Dioscorides Anazarbeus,? wherein  he described every one of the simples of which the Greek physician had given the names,  explaining at the same time, with much clearness and precision, their qualities and their use  as medicaments, tearing the veil and dissipating the obscurity in which most of them were  formerly enveloped. In the preface to his work, Ibn Joljol says as follows :   “The books of Dioscorides were first. translated from the Greek into Arabic by Estefan,  “son of Basil’ the interpreter, who completed his task at Baghddd during the reign of  “the Abbasi Khalif Ja’far Al-mutewakkel.‘ Honeyn, son of Is’hak,’ then corrected the  “ version made by Estefan, and purged it from the errors it contained. Having afterwards  “ substituted Arabic for such of the Greek names as had been suffered to remain for  “ want of the translator knowing their equivalent in Arabic, he gave his work to the public.  “ Such names of simples, however, as Honeyn found without an equivalent in Arabic he left in  “ the Greek language, trusting that God would send after him people acquainted with their  “ properties, and who would give them names, since it is an ascertained fact that simples  “receive only their nomenclature either through the common consent of the people of a  “ country, who have observed their properties and the effects they produce, or by derivation,  “ or otherwise, but always by a sort of mutual consent. Estefan,® therefore, trusted that  “there would come after him other naturalists, who, being acquainted with the properties of  « medicaments, the names of which in Arabic were unknown in his time, would denominate  “them according to the custom of their days, and that by these means what was before  “ unknown would become known.   “This version of Estefan,” continues Ibn Joljol, “such as it was, with some of the  “ simples having equivalent names in Arabic and others not, was brought to Andalus; the  “learned of this country, as well as those of the East, studying by it until the reign of  “?Abdu-r-rahmén An-ndssir, son of Mohammed, Sultén of Andalus, when an ambassador  “from Arménius,’? Emperor of Constantinople, came to Cordova with letters and pre-  “sents from his master. This event took place, if I am not mistaken, in the year three  “hundred and thirty-seven of the Hijra (a.p. 948-9). There was, among other valuable  “ things sent by Armanius, a copy of Dioscorides’ work, beautifully written in the old Greek  “language, the same that the ancient Ionians wrote and spoke, and having besides drawings  “ of plants beautifully executed and illuminated with the most vivid colours. The Emperor of         2 st ere oe Ped pnts gd  3 raters) vw upee! The life of this physician is also in Ibn Abi Ossaybi’ah, fo. 68.    ‘ The tenth Khalif of the family of Abbas. He reigned from two hundred and thirty-one to two hundred and forty-seven  (a. p. 845-861).”   5 On this Honeyn or Honayn the reader may consult the Arabica Philosophorum Bibliotheca, apud Casiri, vol. i. p. 251, a8  well as Ibn Ab{f Ossaybi’ah, fo. 80, verso.   § Instead of Estefan the sense requires Honeyn.   7 This wu ple ! Armanius, or Arménius, as his name must have been pronounced by the Spanish Arabs, can be no  other than Romanus, son of Constantinus Porphyrogenitus, who reigned from a. p. 948 to 963.",646,,
"    APPENDIX. XXV    “ Constantinople sent at the same time a copy of the work of the historian Orosius,’ an  “excellent history of the Romans, in which were described the events of ancient times  “ and the actions of former kings, and many other curious and important events. In a letter  “ accompanying the presents, the Emperor Armanius, alluding to this copy of Dioscorides,  “ observed to An-néssir, ‘the books of Dioscorides ought to be translated into Arabic by a  “ man well versed in the Greek language, and acquainted also with the properties of simples ;  “without this requisite the merits of this wonderful composition will never be duly  “ appreciated and brought to light.’ He added, ‘ Unless thou find, O king! in thy states a  “ man properly qualified to undertake this version, the advantages and merits of these books  “ will for ever remain in obscurity. As to the books of Orosius, being written in Latin, I  “have no doubt but that thou wilt find in thy states a man who can read that language,  “ and translate the work into Arabic for thy own use.’9   “ It happened, however,” continues Ibn Joljol, “ that there was no Christian among those  “ who resided in Cordova at the time who could read and understand the language of the  “ ancient Greeks, so that the work of Dioscorides remained untranslated in An-néssir’s library.  “ In the meanwhile the learned of this country made use of Estefan’s translation, which, as I  “have remarked elsewhere, was brought from Baghdéd. At last, when An-néssir, some  “ years after this event, returned the embassy of Arménius, he desired that monarch to send  « him a man well learned in the language and literature of the ancient Greeks, who should  “teach them in Cordova to some of An-nassir’s slaves, and thereby enable them to make a  “ suitable Arabic version. This request was readily granted by Arménius, who dispatched to  “ Cordova a monk named Nicolaus,’® who arrived in Cordova in the year three hundred and  “ forty of the Hijra (a.p. 951-2). There were at that time in the capital several eminent  “ physicians, men of the greatest learning, who burned with desire to acquire a perfect  “knowledge of the books of Dioscorides, and dive into the sense of the passages that  “ remained still obscure and unexplained in the translation, as well as to find the equivalent  “names of the plants in Arabic. Among those who most eagerly desired an opportunity  “ to gain a sight of that precious work, and who, owing to the esteem in which they were held  “by the Khalif, could at any time go to the palace and enter the library, was Hasdéy Ibn  “ Bashrit,'' the Israelite. With this man the monk Nicolaus formed an intimate acquaintance,         & Goats] Gre le Carus pr  % The history of Orosius was certainly translated into Arabic. I find it often mentioned by Ibnu Hayyén (Bodl. Lib.,  No. 137), Al-bekri (Arab. MS. in my possession), and by Makriz{ (Brit. Mus., 7317). These authors, however, do not    agree as to its title. The former calls it ad! ard ey ghd |—Abbekr, in his description of Egypt,  facta 3 pes? Oy 9 poz! eb —nnile the latter, who undoubtedly borrowed his information from  Al-bekri, whom I find he copied in most instances, with a very slight verbal alteration, calls it ue yD wil es za)  ° 3 wy 5 yall ee ys pai!  4 No doubt the same individual called Rabbi Hasdai ben Isaac Sprot by Castro, Biblioteca Espaiola, tom. i. pp. 29,    239, Ibn Abf Ossaybi’ah, who gives his life, fo. 138, verso, says that he enjoyed great favour with 'Abdu-r-rahmén III., of  Cordova, whose physician he was.    VOL. I. d",647,,
"    xxvi APPENDIX.    “ and, in the course of time, explained to him all the obscure passages in the books of Dios-  “ corides. Hasdéy was likewise the first physician who made in Cordova the antidote called  “ al-férik,'* and determined the proper plants that ought to enter into its composition.'* Nor  “ was Hasdéy the only physician who worked on the books of Dioscorides; other eminent  men laboured sedulously to re-establish the right reading of the names of plants, and to find  “ their equivalents in Arabic. Of this number were Mohammed, known by the surname of  “ Ash-shajjér,* another man called Al-busdbisi,'®> Abi ’Othmén Al-jezzér,'° known by the  “ surname of Al-yébisah,7 Mohammed Ibn Sa’id, the physician, ’Abdu-r-rahmén Ibn Is’hék  “Ibn Haytham,'* and Abt ’Abdillah As-sakili (of Sicily), who knew and spoke Greek well,  * and was besides an eminent physician and botanist. All the above-mentioned individuals  “ were contemporaries of the monk Nicolaus, and lived, in the days of the Khalif Al-mus-  “ tanser,!9 in Cordova, where I knew them in my youth, and profited by their lessons and  “ experience. I also saw and knew the monk Nicolaus, who died in the first year of the  “ reign of Al-mustanser-billah Al-hakem. However, through the united efforts of those illus-  “ trious physicians, the translation of the books of Dioscorides was purged of the manifold  “ errors with which it swarmed, the obscure passages were made clear, all the names of plants  “and simples were satisfactorily explained, with the exception of a few, which did not  “ exceed ten in number, and the people of Cordova, the capital of Andalus, could at last  “ read the very words of the Greek naturalist translated into their own language, and know  “ the equivalent terms for all and every one of the simples described in his works.”   Ibn Joljol adds: “ Having from my earliest youth shown the greatest inclination to  “ become well acquainted with the materia medica (by Dioscorides), which is the foundation  of the knowledge of compound medicaments, I was led to investigate the subject with the  “ utmost care and attention. This I did until God, in his infinite bounty, was pleased to  “ grant me the means of attaining the object of my wishes and accomplishing my purpose,  “ which was to preserve the names and description of many medicaments which I feared  “ would be forgotten, and the advantages resulting from them lost to mankind, since God  “ has created the means of restoring health to the body of man by disseminating them in the  “ plants which cover the surface of the earth, in the quadrupeds that move on it, in the fishes  “that swim in the water, in the birds that fly through the air, and in the mineral substances         a Gy! ge ;  13 My translation here differs from that of De Sacy; the text says 23 oil 2, Ll! esx? ise    a je from shajar, a tree or plant, means ‘ the botanist.’  a) LuxS) The copy in the Bod). Lib. reads ow Low!    1 Tbn Abi Oseaybi’ah (fo. 133, verso,) gives the life of a physician named Ahmed Ibnu-l-jezzar, but his surname was Abi  Ja’far, not Aba ‘Othman.   By paves) Lot Perhaps we! Tbn is wanting.   18 See Ibn Abi Ossaybi’ah (loco laudato, fo. 137). Ibn Haytham, who was a native of Cordova, and gained much fame in  his profession, left several works.   1 | believe the author means here An-néssir instead of Al-mustanser.",648,,
"    APPENDIX. XXvii    “ that lie hidden in the bowels of the earth; and by permitting that all these things should  “ be appropriated to the cure of diseases, as a proof of his extreme mercy and kindness.”   Tbn Joljol left the following works :—1. A commentary on the names of the simples used  in medicine which occur in the books of Dioscorides ; written at Cordova, in the month of  Rabi’-l-akhar of the year three hundred and seventy-two (Sept. or Oct. a.p. 982), under the  Khalifate of Hishim Ibn Al-hakem.—11. Another work treating of those simples which may  be used in medicine, but are not mentioned in the books of Dioscorides.—111. A risdleh  (epistle) entitled “ Declaration of the errors committed by physicians in the cure of diseases.”  —1v. A bibliographical work, dedicated to the Khalif Hish&m, containing the lives of eminent  physicians and philosophers born in Andalus, or who practised in that country.              APPENDIX B.    Extracts from the historical work of Waliyyu-d-din Abi Zeyd *Abdu-r-rahmdn Ibn Khaldin    Al-hadhramé Al-ishbilt Al-mdlekt, entitled ae arene v Iyee 3 peel whe    gee eee  pues) bi 539 ere phpole yp dire ; yal ul sn,  “ The interpreter of the instructive records, and the collection of the subject and the    “ predicate, on the history of the Arabs, the Berbers, and their contemporaries who had  “ extensive empires.”    Sucn is the title of a general history which the above-mentioned author seems to have written for  Abt-l-’abb4s Ahmed, surnamed Al-mutawakkel-billah, Sultén of Africa, of the dynasty of the Beni Abi  Hafs, and which, if we attend to the various information it contains, to the importance of the subjects  treated in it, and the philosophical spirit which reigns through the work, may well be called one of the  most complete and best-written histories that ever issued from the pen of an Arabian writer.!   Two volumes, out of the many which compose this invaluable production, are in the Library of  the British Museum. No. 9574 contains the mukaddamdt or prolegomena. It is a large quarto,  containing one hundred and ninety-nine folios, written in the Maghrebi or Western hand, upon thick  brown paper. The age of the MS. is nowhere stated, but, if I am to judge from its general appearance,  I do not hesitate to say that it was written before the sixteenth century of our era. The transcript  is executed in a large, plain, legible hand, such as that of a professional copyist would be ; the titles         ' The reader may consult the Journal Asiatigue, vol. i. p. 268, vol. v. p. 148, and vol. viii. p. 226; De Sacy, Chresf. Ar.  vol. ii. pp. 387, 393, 401, and Relat. de V Egypte, p. 509; Biographie Universelle, vol. xxi. p. 153, ef seg. Volumes of Ibnu  Khaldin’s work are to be found in Oxford, Cambridge, Leyden, Paris, and the principal Libraries of the Continent. Nowhere,  however, is the work to be found complete in Arabic, although copies of a Turkish translation are not uncommon.",649,,
"    xxviii APPENDIX.    of all the chapters are written in blue, red, or green ink, and the first leaf, part of which has been  torn, is richly ornamented with gold. The text also is pointed throughout,—a circumstance of no  little value in a work like the present, which is written in a highly figurative style, full of metaphorical  expressions and idioms borrowed from the African dialects,—and the transcript seems not only to be  faithful, but is undoubtedly the work of one well versed in the grammar of his own language. The margins  of the manuscript are filled with the scribblings of a late possessor, but these are in most instances  of little or no importance. The volume is defective at the end, wanting one, or at the most two leaves, the  last one being also very much damaged. I find, likewise, that the volume has since been bound and  paged wrong, and that in order to follow the narrative it is necessary to shift continually from one  end of the volume to another. In the short extracts that I am now going to give I had to follow  these numbers, 125, 120, 119, 117, 118, 116, 141, &c. However, with all its imperfections, I consider  it to be one of the most valuable Arabic manuscripts in the Library of the British Museum. It is bound  together with a fragment-of Al-jiizi’s history described elsewhere. See Preface, and Note 2, p. 403.   No. 9575 is a volume in folio of two hundred and four leaves. To judge from the title-page, it  would contain the sixth and seventh part of Ibnu Khaldin’s work. But, upon close examination, I  find that its contents are the end of the second book and the greater part of the third. It begins  with the fourth tabakah or division (the last in the second book), treating of the tribes of Arabian  origin which settled in Africa; and, at fo. 40, proceeds to the third book on the history of the  Berbers, which occupies all the rest of the volume. The transcript,—which from the note at the  end appears to have been executed by a certain 'Abdu-l-wahhéb Ibn Mohammed Abf-s-sa’4dét Ibn  Mohammed Hejéz{, of the sect of Shéf’f, who terminated it on Friday the twenty-first of the month of  Rejeb, a.a. one thousand and ninety-four (June, a.p. 1683),—is written in the Egyptian hand upon thick  glazed paper. The titles of the chapters are written in red, and the genealogical trees of the respective  tribes are drawn with tolerable accuracy. Proper and geographical names are occasiénally pointed,  and the ILA)! we Gin (‘thus far reaches the collating’), which now and then appear on the margins of  the volume, show that some care was taken in its transcription. Nevertheless, faults both in the  text and in the spelling of proper names are frequent, a circumstance which renders this volume much  less valuable than the preceding. ,   The following extracts on the civil and military offices of the Arabs are taken from the first of the  above-described volumes, out of a long chapter of the third mukaddamah, which Ibnu Khaldin consecrated  exclusively to that object, entitled x li!] ; gpabull o AY Wl. AP) oi ‘chapter treating of  the charges of the kingdom, and those of the Sultén, and their names.’ This I had translated entire  with the view of including it in this Appendix, as the information we possess on the civil and military  offices and the general system of administration of the Arabs is exceedingly scanty; but the fear of  swelling this volume beyond its proper limits makes me abstain from it, and merely extract such pas-  sages as are most calculated to throw. light upon the present narrative.    Fo. 125, verso.—The charge of Wizir (wizérah) among the Beni Umeyyah of Andalus was  at first preserved in its primitive state, and in the very acceptation of that word.? It was,  however, divided afterwards into several separate offices, each of which was intrusted to the         oe    2 The word & y \5 9 means ‘ the act of supporting a weight.’ A Wizir (or Wazir, as it ought to be written and pro-  nounced,) is, therefore, a man who relieves his sovereign from the cares of government.",650,,
"    .    APPENDIX. XXix    care of a Wizir. For instance, the financial department was given to one Wizir; the writing  of the correspondence to another; the inspection of memorials from people who considered  themselves wronged or oppressed to another; the defence of the frontiers, and the provision  and equipment of the troops stationed on them, was placed under the superintendence of another.  These Wizirs had a room allotted to them, where they sat in council on cushions prepared  for them, and from which they issued orders in the Sultén’s name, each in his own depart-  ment. They were presided over by one chosen out of their number, who sat also on a  cushion higher than his colleagues, and was distinguished by the appellation of Hajib. It  was the duty of this latter functionary to act as messenger from the council to the Sultan,  going to and from, and communicating to the assembled body the intentions or the wishes of,  the sovereign. Things continued in this state until the empire of the Beni Umeyyah was  overthrown, when the office of the Hajib rose so much in dignity and importance as to  become superior to any other office in the state. So much was this the case that the petty  rulers (who shared among themselves the dominions of the Khalifs) not unfrequently assumed  the title of Hajib, as we shall have further occasion to observe.  * * * * * * *   The Almohades at first being rather inclined to the nomadic life, neglected this as well as  other offices of the dynasties that preceded them; but when in the course of time they  acquired a taste for the life in cities, they began to assume different titles, and to give the  name of Wizir to the holder of a charge, which at first was preserved in all its purity. After  this they took for a model the dynasty of the Beni Umeyyah, and imitated their conduct in  all the affairs of government, giving the title of Wizir to that officer who had under his care  the curtain or screen in the royal chamber, or who stood by it in order to announce to the  Sultén the visitors, and those who entered his presence for the confirmation of a sentence, or  to address him, as well as the poets and literary men who frequently attended their court.  In this manner they exalted the charge of Hajib as much as they wished; things having  since continued in the same state until our present time. God is the supreme ruler!    Fo. 120, verso.—Al-hajdbah (the charge of the H4jib). We have already stated that the  title of Hajib was exclusively given under the empire of the Beni ’Abbas to that officer who  screened the Sultén from the eyes of his subjects, and who shut his door or opened it to them  according to the will of the sovereign, and at the hours appointed by him. The office then  was not only one of great distinction, but even superior in authority to all others, since the  Wizir himself had to apply to its holder in order to obtain an interview with the Sultén. It  continued to be such during the reign of the succeeding Khalifs, and is still so at the moment  we write. In Egypt, however, it is subordinate to the highest office of the state, which is that  of the Nayib. Among the Egyptians the H4jib is that officer who moves before the Sultén,  and who stands behind him on state occasions, or when he gives audiences to his subjects.   During the government of the Beni Umeyyah in Andalus, the name of Hajib was given to  that officer whose duty was to screen or veil the Sultdn from the eyes of his subjects, and to  be a sort of intermediary between his sovereign and the Wizirs, or their inferiors, as we have",651,,
