Text,Book,Chapter,text,lower,tokenized_sents
"Respecting the name of Al-jeztrah (the island) by which all authors agree in  designating Andalus, it must not be understood by it that that country is, properly  speaking, an island ; since it is well known to be joined to the great land (continent)  by the chain of mountains called Al-bort™ (Pyrenees), but the Arabs in general  all by this name all those countries which are surrounded by water on every side  but one, and this being the case with Andalus, it was called Al-jeztrah. Two  principal seas wash the shores of Andalus; on the northern and western side  the circumambient sea (Ocean), on the southern and eastern the sea of Shdm  (Mediterranean). By the sea of Shém we understand that sea which begins at  the lower extremity of Andalus, at a place on its south-western coast called  Jeziratu-l-khadhrdé® (Algesiras), between Tangiers in Africa and the coast of  Andalus, taking from thence its course towards Syria. The width of this sea  at the said spot is generally stated at eighteen’ miles ; which is also the dis-  tance between Jezirah Tarif* (Tarifa) and Kasr Masmiidah* (Alcasar), near  Ceuta. Between these two last mentioned places there was once a bridge,  which, according to common opinion, Iskhander (Alexander) ordered to be built,",book_1,chapter_1,True,"respecting the name of al-jeztrah (the island) by which all authors agree in  designating andalus, it must not be understood by it that that country is, properly  speaking, an island ; since it is well known to be joined to the great land (continent)  by the chain of mountains called al-bort™ (pyrenees), but the arabs in general  all by this name all those countries which are surrounded by water on every side  but one, and this being the case with andalus, it was called al-jeztrah. two  principal seas wash the shores of andalus; on the northern and western side  the circumambient sea (ocean), on the southern and eastern the sea of shdm  (mediterranean). by the sea of shém we understand that sea which begins at  the lower extremity of andalus, at a place on its south-western coast called  jeziratu-l-khadhrdé® (algesiras), between tangiers in africa and the coast of  andalus, taking from thence its course towards syria. the width of this sea  at the said spot is generally stated at eighteen’ miles ; which is also the dis-  tance between jezirah tarif* (tarifa) and kasr masmiidah* (alcasar), near  ceuta. between these two last mentioned places there was once a bridge,  which, according to common opinion, iskhander (alexander) ordered to be built,","['respecting the name of al-jeztrah (the island) by which all authors agree in  designating andalus, it must not be understood by it that that country is, properly  speaking, an island ; since it is well known to be joined to the great land (continent)  by the chain of mountains called al-bort™ (pyrenees), but the arabs in general  all by this name all those countries which are surrounded by water on every side  but one, and this being the case with andalus, it was called al-jeztrah.', 'two  principal seas wash the shores of andalus; on the northern and western side  the circumambient sea (ocean), on the southern and eastern the sea of shdm  (mediterranean).', 'by the sea of shém we understand that sea which begins at  the lower extremity of andalus, at a place on its south-western coast called  jeziratu-l-khadhrdé® (algesiras), between tangiers in africa and the coast of  andalus, taking from thence its course towards syria.', 'the width of this sea  at the said spot is generally stated at eighteen’ miles ; which is also the dis-  tance between jezirah tarif* (tarifa) and kasr masmiidah* (alcasar), near  ceuta.', 'between these two last mentioned places there was once a bridge,  which, according to common opinion, iskhander (alexander) ordered to be built,']"
 that he might pass from Andalus into the opposite land of Africa. But of this  more will be said in the course of this narrative.,book_1,chapter_1,True, that he might pass from andalus into the opposite land of africa. but of this  more will be said in the course of this narrative.,"[' that he might pass from andalus into the opposite land of africa.', 'but of this  more will be said in the course of this narrative.']"
"The narrow sea thus emergmg from between the two coasts was called  Bahru-z-sokdk™ (the narrow sea). Although the distance between the two  shores is so small, as we have already observed, this strait is nevertheless  very difficult to be passed, owing to the continual agitation of its waves, and  the frightful whirlpools occasioned by the meeting of the two seas. We have  said that the width of the straits at the narrowest part was eighteen miles ; it  is double that width at Ceuta, and from thence the sea begins to grow wider  and wider, until at some places it reaches 800 miles in breadth, or perhaps  more ; as happens at Stir (Tyre), on the coast of Syria. This sea contains  many islands, which some geographers estimate to be twenty-eight in number,  and of which the principal are Sicily, Malta, Sardinia, Corsica, Crete, Corfu, and  so forth.",book_1,chapter_1,True,"the narrow sea thus emergmg from between the two coasts was called  bahru-z-sokdk™ (the narrow sea). although the distance between the two  shores is so small, as we have already observed, this strait is nevertheless  very difficult to be passed, owing to the continual agitation of its waves, and  the frightful whirlpools occasioned by the meeting of the two seas. we have  said that the width of the straits at the narrowest part was eighteen miles ; it  is double that width at ceuta, and from thence the sea begins to grow wider  and wider, until at some places it reaches 800 miles in breadth, or perhaps  more ; as happens at stir (tyre), on the coast of syria. this sea contains  many islands, which some geographers estimate to be twenty-eight in number,  and of which the principal are sicily, malta, sardinia, corsica, crete, corfu, and  so forth.","['the narrow sea thus emergmg from between the two coasts was called  bahru-z-sokdk™ (the narrow sea).', 'although the distance between the two  shores is so small, as we have already observed, this strait is nevertheless  very difficult to be passed, owing to the continual agitation of its waves, and  the frightful whirlpools occasioned by the meeting of the two seas.', 'we have  said that the width of the straits at the narrowest part was eighteen miles ; it  is double that width at ceuta, and from thence the sea begins to grow wider  and wider, until at some places it reaches 800 miles in breadth, or perhaps  more ; as happens at stir (tyre), on the coast of syria.', 'this sea contains  many islands, which some geographers estimate to be twenty-eight in number,  and of which the principal are sicily, malta, sardinia, corsica, crete, corfu, and  so forth.']"
"The dimensions of the country are differently stated: Al-mes’idi,” in his  “« Golden Meadows,” says, ‘‘ Andalus is very thickly peopled ; nearly two months  ‘of continual marching are required to traverse it from one end to the other.  “Tt contains nearly forty cities of the first rank.” Ibn Alisa’ *® agrees with  Al-mes’idi in this particular ; his opinion is that the length of Andalus from  Ariénah ® (Narbonne) to Ishbénah (Lisbon) is equal to the distance that a horse-  man well mounted may travel in sixty days; but this is decidedly an error, first  of all because Narbonne is, by that author, placed within the limits of Andalus,  while it is evident that it belongs to another country; and secondly, because the  distance between those two cities is much overrated, as most of the authors who  have written on the subject estimate it at only one month and a half’s march.",book_1,chapter_1,True,"the dimensions of the country are differently stated: al-mes’idi,” in his  “« golden meadows,” says, ‘‘ andalus is very thickly peopled ; nearly two months  ‘of continual marching are required to traverse it from one end to the other.  “tt contains nearly forty cities of the first rank.” ibn alisa’ *® agrees with  al-mes’idi in this particular ; his opinion is that the length of andalus from  ariénah ® (narbonne) to ishbénah (lisbon) is equal to the distance that a horse-  man well mounted may travel in sixty days; but this is decidedly an error, first  of all because narbonne is, by that author, placed within the limits of andalus,  while it is evident that it belongs to another country; and secondly, because the  distance between those two cities is much overrated, as most of the authors who  have written on the subject estimate it at only one month and a half’s march.","['the dimensions of the country are differently stated: al-mes’idi,” in his  “« golden meadows,” says, ‘‘ andalus is very thickly peopled ; nearly two months  ‘of continual marching are required to traverse it from one end to the other.', '“tt contains nearly forty cities of the first rank.” ibn alisa’ *® agrees with  al-mes’idi in this particular ; his opinion is that the length of andalus from  ariénah ® (narbonne) to ishbénah (lisbon) is equal to the distance that a horse-  man well mounted may travel in sixty days; but this is decidedly an error, first  of all because narbonne is, by that author, placed within the limits of andalus,  while it is evident that it belongs to another country; and secondly, because the  distance between those two cities is much overrated, as most of the authors who  have written on the subject estimate it at only one month and a half’s march.']"
"Tbnu Sa’id, however, endeavours to adjust the difference by supposing that  Tbn Alisa’ meant a horseman not well mounted, and travelling by short stages,  and that his text was vitiated by the copyist. He himself adopts the computation  of the Sherif Idrisi as that which deserves more credit, namely, that the length  of Andalus is of one month’s march. The same opinion is followed by Al-hijéri,°  who, having, as he informs us, consulted with well informed and trustworthy  travellers on the subject, learnt from them that a little more than a month’s  good travelling was sufficient to traverse Andalus in its whole length.",book_1,chapter_1,True,"tbnu sa’id, however, endeavours to adjust the difference by supposing that  tbn alisa’ meant a horseman not well mounted, and travelling by short stages,  and that his text was vitiated by the copyist. he himself adopts the computation  of the sherif idrisi as that which deserves more credit, namely, that the length  of andalus is of one month’s march. the same opinion is followed by al-hijéri,°  who, having, as he informs us, consulted with well informed and trustworthy  travellers on the subject, learnt from them that a little more than a month’s  good travelling was sufficient to traverse andalus in its whole length.","['tbnu sa’id, however, endeavours to adjust the difference by supposing that  tbn alisa’ meant a horseman not well mounted, and travelling by short stages,  and that his text was vitiated by the copyist.', 'he himself adopts the computation  of the sherif idrisi as that which deserves more credit, namely, that the length  of andalus is of one month’s march.', 'the same opinion is followed by al-hijéri,°  who, having, as he informs us, consulted with well informed and trustworthy  travellers on the subject, learnt from them that a little more than a month’s  good travelling was sufficient to traverse andalus in its whole length.']"
"The last mentioned author (Al-hijéri) estimates the distance from Lisbon to  Al-hdjiz*' (the Pyrenees) at more than one thousand miles, but whoever wishes  to obtain more information on the subject may consult Ibnu Sa’id, who has  treated the matter at full length.",book_1,chapter_1,True,"the last mentioned author (al-hijéri) estimates the distance from lisbon to  al-hdjiz*' (the pyrenees) at more than one thousand miles, but whoever wishes  to obtain more information on the subject may consult ibnu sa’id, who has  treated the matter at full length.","[""the last mentioned author (al-hijéri) estimates the distance from lisbon to  al-hdjiz*' (the pyrenees) at more than one thousand miles, but whoever wishes  to obtain more information on the subject may consult ibnu sa’id, who has  treated the matter at full length.""]"
" The width of Andalus measured at the top, towards the north-east, is forty  miles, this being the length of those mountain barriers which separate it from  the country of the Franks, and which stretch along from the Mediterranean to  the Ocean ; if measured at the centre, as for instance drawing a line to pass by  Toledo, it is sixteen days’ march.",book_1,chapter_1,True," the width of andalus measured at the top, towards the north-east, is forty  miles, this being the length of those mountain barriers which separate it from  the country of the franks, and which stretch along from the mediterranean to  the ocean ; if measured at the centre, as for instance drawing a line to pass by  toledo, it is sixteen days’ march.","[' the width of andalus measured at the top, towards the north-east, is forty  miles, this being the length of those mountain barriers which separate it from  the country of the franks, and which stretch along from the mediterranean to  the ocean ; if measured at the centre, as for instance drawing a line to pass by  toledo, it is sixteen days’ march.']"
"Its shape, according to all accounts, is that of a triangle; much difference, Shape.  however, exists among geographers respecting its north-eastern*? angle, namely,  that which falls in the neighbourhood of Narbonne: some authors, like Ahmed  Ibn Mohammed Ar-rézi and Ibnu Hayyén, placing it in Narbonne, a city imme-  diately facing Bordhil (Bourdeaux)** on the north-east ; while others only place  it in the neighbouring districts. But this, as well as other points concerning  the topography of Andalus, has been decided by the Sherif Idrisi, an author  in whose accounts implicit reliance may be placed, not only because he traversed  that country in all directions, navigated its seas, and surveyed its coasts, but  also on account of the great knowledge he acquired in the science of geography.",book_1,chapter_1,True,"its shape, according to all accounts, is that of a triangle; much difference, shape.  however, exists among geographers respecting its north-eastern*? angle, namely,  that which falls in the neighbourhood of narbonne: some authors, like ahmed  ibn mohammed ar-rézi and ibnu hayyén, placing it in narbonne, a city imme-  diately facing bordhil (bourdeaux)** on the north-east ; while others only place  it in the neighbouring districts. but this, as well as other points concerning  the topography of andalus, has been decided by the sherif idrisi, an author  in whose accounts implicit reliance may be placed, not only because he traversed  that country in all directions, navigated its seas, and surveyed its coasts, but  also on account of the great knowledge he acquired in the science of geography.","['its shape, according to all accounts, is that of a triangle; much difference, shape.', 'however, exists among geographers respecting its north-eastern*?', 'angle, namely,  that which falls in the neighbourhood of narbonne: some authors, like ahmed  ibn mohammed ar-rézi and ibnu hayyén, placing it in narbonne, a city imme-  diately facing bordhil (bourdeaux)** on the north-east ; while others only place  it in the neighbouring districts.', 'but this, as well as other points concerning  the topography of andalus, has been decided by the sherif idrisi, an author  in whose accounts implicit reliance may be placed, not only because he traversed  that country in all directions, navigated its seas, and surveyed its coasts, but  also on account of the great knowledge he acquired in the science of geography.']"
"The words of Ar-r4zi on the subject are as follows: ‘‘ The shape of Andalus  “is that of a triangle, the angles of which are placed, one at Kadis (Cadiz), where  “stands the famous tower with an idol at the top, or rather at that spot on the  “extreme south where the Mediterranean begins, directing its course to the east.  “The other to the east of Andalus, between the cities of Narbonne and Bordhil,  “ which are now in the hands of the Franks, falling diametrically opposite to the  “two islands of Mayércah (Mallorca) and Mendércah (Menorca), and at an equal  “distance from the Ocean and Mediterranean, which in those parts are separated  “only by an intervening tract of land called Al-abwdb (the Gates), being gorges  “or passes which serve as a communication between the island of Andalus and  “the great land (continent) of which Afranjah (France) forms part. At this  “ place the distance between the two seas is of two days’ march, Narbonne being  “on the coast of the Mediterranean, and Bordhil facing the Ocean. The third  “angle is placed in the north-west, in that spot of the country of Jalikiyah  “ (Galicia), where there is a mountain near the sea, and on it a very high tower,  “with an idol on the top, similar to that of Kadis, and looking towards Birtdéniah  “ (Britain).”",book_1,chapter_1,True,"the words of ar-r4zi on the subject are as follows: ‘‘ the shape of andalus  “is that of a triangle, the angles of which are placed, one at kadis (cadiz), where  “stands the famous tower with an idol at the top, or rather at that spot on the  “extreme south where the mediterranean begins, directing its course to the east.  “the other to the east of andalus, between the cities of narbonne and bordhil,  “ which are now in the hands of the franks, falling diametrically opposite to the  “two islands of mayércah (mallorca) and mendércah (menorca), and at an equal  “distance from the ocean and mediterranean, which in those parts are separated  “only by an intervening tract of land called al-abwdb (the gates), being gorges  “or passes which serve as a communication between the island of andalus and  “the great land (continent) of which afranjah (france) forms part. at this  “ place the distance between the two seas is of two days’ march, narbonne being  “on the coast of the mediterranean, and bordhil facing the ocean. the third  “angle is placed in the north-west, in that spot of the country of jalikiyah  “ (galicia), where there is a mountain near the sea, and on it a very high tower,  “with an idol on the top, similar to that of kadis, and looking towards birtdéniah  “ (britain).”","['the words of ar-r4zi on the subject are as follows: ‘‘ the shape of andalus  “is that of a triangle, the angles of which are placed, one at kadis (cadiz), where  “stands the famous tower with an idol at the top, or rather at that spot on the  “extreme south where the mediterranean begins, directing its course to the east.', '“the other to the east of andalus, between the cities of narbonne and bordhil,  “ which are now in the hands of the franks, falling diametrically opposite to the  “two islands of mayércah (mallorca) and mendércah (menorca), and at an equal  “distance from the ocean and mediterranean, which in those parts are separated  “only by an intervening tract of land called al-abwdb (the gates), being gorges  “or passes which serve as a communication between the island of andalus and  “the great land (continent) of which afranjah (france) forms part.', 'at this  “ place the distance between the two seas is of two days’ march, narbonne being  “on the coast of the mediterranean, and bordhil facing the ocean.', 'the third  “angle is placed in the north-west, in that spot of the country of jalikiyah  “ (galicia), where there is a mountain near the sea, and on it a very high tower,  “with an idol on the top, similar to that of kadis, and looking towards birtdéniah  “ (britain).”']"
"Tbnu Sa’id says, ‘“ having once asked the opinion of several men learned in  “these matters, I was told that Idrisi’s statement seemed the most worthy of  “being received, namely, that neither Narbonne nor Bordhil were within the  “limits of Andalus, and therefore that the angle in the east must be placed  “between the cities of Barshelénah (Barcelona) and Tarkénah (Tarragona), at  “a spot called Wéddi-Zanlakalto,* close to the mountain barrier which there",book_1,chapter_1,True,"tbnu sa’id says, ‘“ having once asked the opinion of several men learned in  “these matters, i was told that idrisi’s statement seemed the most worthy of  “being received, namely, that neither narbonne nor bordhil were within the  “limits of andalus, and therefore that the angle in the east must be placed  “between the cities of barshelénah (barcelona) and tarkénah (tarragona), at  “a spot called wéddi-zanlakalto,* close to the mountain barrier which there","['tbnu sa’id says, ‘“ having once asked the opinion of several men learned in  “these matters, i was told that idrisi’s statement seemed the most worthy of  “being received, namely, that neither narbonne nor bordhil were within the  “limits of andalus, and therefore that the angle in the east must be placed  “between the cities of barshelénah (barcelona) and tarkénah (tarragona), at  “a spot called wéddi-zanlakalto,* close to the mountain barrier which there']"
" * divides Andalus from the continent, where many different languages are spoken.  ‘“‘ These mountains have several passes or gates, which a Grecian king* ordered  “to be opened in the rock with fire, vinegar, and iron, for before his time there  ‘* was no communication whatsoever by land between Andalus and the continent.  “The said gates or passes face that part of the Bahru-z-zokdk (Mediterranean)  “‘ which divides the two islands of Mallorca and Menorca, this being a fact which  ** is corroborated by the assertions of all travellers in those districts. The second  “and third angles are placed by Idrisi in the same situation that the authors  “before mentioned agree in giving them, viz., in the promontory called ’Ajma’u-  “ [-bahrdnt,® near the city of Shant Yakéh (Santiago) in Galicia, where the  ‘“‘ famous beacon stands; and in the mountain of Al-aghar,*”7 near Cadiz, the  “‘ site of the well-known tower which has an idol on the top of it. Near this  “* mountain, in a south-west direction, is the spot where the Bahru-z-zokdk (narrow  “ sea) emerges from the Ocean, and from whence, after washing the southern and  “* eastern coasts of Andalus, it reaches one side of the Pyrenees.”",book_1,chapter_1,True," * divides andalus from the continent, where many different languages are spoken.  ‘“‘ these mountains have several passes or gates, which a grecian king* ordered  “to be opened in the rock with fire, vinegar, and iron, for before his time there  ‘* was no communication whatsoever by land between andalus and the continent.  “the said gates or passes face that part of the bahru-z-zokdk (mediterranean)  “‘ which divides the two islands of mallorca and menorca, this being a fact which  ** is corroborated by the assertions of all travellers in those districts. the second  “and third angles are placed by idrisi in the same situation that the authors  “before mentioned agree in giving them, viz., in the promontory called ’ajma’u-  “ [-bahrdnt,® near the city of shant yakéh (santiago) in galicia, where the  ‘“‘ famous beacon stands; and in the mountain of al-aghar,*”7 near cadiz, the  “‘ site of the well-known tower which has an idol on the top of it. near this  “* mountain, in a south-west direction, is the spot where the bahru-z-zokdk (narrow  “ sea) emerges from the ocean, and from whence, after washing the southern and  “* eastern coasts of andalus, it reaches one side of the pyrenees.”","[' * divides andalus from the continent, where many different languages are spoken.', '‘“‘ these mountains have several passes or gates, which a grecian king* ordered  “to be opened in the rock with fire, vinegar, and iron, for before his time there  ‘* was no communication whatsoever by land between andalus and the continent.', '“the said gates or passes face that part of the bahru-z-zokdk (mediterranean)  “‘ which divides the two islands of mallorca and menorca, this being a fact which  ** is corroborated by the assertions of all travellers in those districts.', 'the second  “and third angles are placed by idrisi in the same situation that the authors  “before mentioned agree in giving them, viz., in the promontory called ’ajma’u-  “ [-bahrdnt,® near the city of shant yakéh (santiago) in galicia, where the  ‘“‘ famous beacon stands; and in the mountain of al-aghar,*”7 near cadiz, the  “‘ site of the well-known tower which has an idol on the top of it.', 'near this  “* mountain, in a south-west direction, is the spot where the bahru-z-zokdk (narrow  “ sea) emerges from the ocean, and from whence, after washing the southern and  “* eastern coasts of andalus, it reaches one side of the pyrenees.”']"
